Address_x,Eircode,Airport_distance_km,Airport_duration_min,Airport_distance_m,Airport_duration_s,Type,Bed,Bath,Size,BER,Built,Sold Date,Asking Price,Sold Price,Short Address,Date of Sale (dd/mm/yyyy),Address_y,County,Price (ï¿½),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"12 Baggot Lane, Dublin 4, Dublin, Dublin 4, Dublin",D04Y4X7,18.019,27.016666666666666,18019,1621,Detached,3,3,103.0 m²,C1,—,29/05/2025,"€895,000","€970,000","12 BAGGOT LANE, DUBLIN 4, DUBLIN",29/05/2025,"12 BAGGOT LANE, DUBLIN 4, DUBLIN",Dublin,"ï¿½970,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 Knocknagarm Park, Glenageary, County Dublin, Dublin",A96X2YC,43.837,40.416666666666664,43837,2425,Duplex,3,3,131.0 m²,A2,—,29/05/2025,"€675,000","€700,000","8 KNOCKNAGARM PARK, GLENAGEARY, COUNTY DUBLIN",29/05/2025,"8 KNOCKNAGARM PARK, GLENAGEARY, COUNTY DUBLIN",Dublin,"ï¿½700,000.00",No,No,Second-Hand Dwelling house /Apartment,
"16 The Copse, Millers Glen, Swords, Dublin",K67P6R2,13.425,17.916666666666668,13425,1075,Terrace,3,3,110.0 m²,A3,—,29/05/2025,"€475,000","€485,000","16 THE COPSE, MILLERS GLEN, SWORDS",29/05/2025,"16 THE COPSE, MILLERS GLEN, SWORDS",Dublin,"ï¿½485,000.00",No,No,Second-Hand Dwelling house /Apartment,
"63 Beverton Court, Donabate, Dublin, Dublin",K36FW26,15.093,17.616666666666667,15093,1057,Apartment,1,1,50.0 m²,C3,—,29/05/2025,"€270,000","€263,763","63 BEVERTON COURT, DONABATE, DUBLIN",29/05/2025,"63 BEVERTON COURT, DONABATE, DUBLIN",Dublin,"ï¿½263,763.00",No,No,Second-Hand Dwelling house /Apartment,
"6 Woodstown Vale, Knocklyon, Dublin 16, Dublin 16, Dublin",D16KA61,27.042,25.3,27042,1518,Semi-D,5,3,185.0 m²,B3,—,29/05/2025,"€795,000","€875,000","6 WOODSTOWN VALE, KNOCKLYON, DUBLIN 16",29/05/2025,"6 WOODSTOWN VALE, KNOCKLYON, DUBLIN 16",Dublin,"ï¿½875,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 Kennelsfort Rd Lower, Palmerstown Village, Dublin, Dublin 20, Dublin",D20N472,16.677,16.15,16677,969,Terrace,3,1,83.0 m²,E1,—,29/05/2025,"€435,000","€483,000","11 KENNELSFORT RD LOWER, PALMERSTOWN VILLAGE, DUBLIN",29/05/2025,"11 KENNELSFORT RD LOWER, PALMERSTOWN VILLAGE, DUBLIN",Dublin,"ï¿½483,000.00",No,No,Second-Hand Dwelling house /Apartment,
"74 Fosterbrook, Stillorgan Rd, Stillorgan, Dublin",A94K6K4,21.267,33.85,21267,2031,Semi-D,3,2,99.0 m²,C3,—,29/05/2025,"€785,000","€845,000","74 FOSTERBROOK, STILLORGAN RD, STILLORGAN",29/05/2025,"74 FOSTERBROOK, STILLORGAN RD, STILLORGAN",Dublin,"ï¿½845,000.00",No,No,Second-Hand Dwelling house /Apartment,
"35 Collegefort, Castleknock, Dublin 15, Dublin 15, Dublin",D15AK60,15.806,20.866666666666667,15806,1252,Apartment,2,2,67.0 m²,D1,—,29/05/2025,"€325,000","€332,500","35 COLLEGEFORT, CASTLEKNOCK, DUBLIN 15",29/05/2025,"35 COLLEGEFORT, CASTLEKNOCK, DUBLIN 15",Dublin,"ï¿½332,500.00",No,No,Second-Hand Dwelling house /Apartment,
"28 Lorcan O'toole Park, Crumlin, Dublin 12, Dublin 12, Dublin",D12WY95,24.971,27.383333333333333,24971,1643,Semi-D,3,2,115.0 m²,C1,—,29/05/2025,"€595,000","€700,000","28 LORCAN O'TOOLE PARK, CRUMLIN, DUBLIN 12",29/05/2025,"28 LORCAN O'TOOLE PARK, CRUMLIN, DUBLIN 12",Dublin,"ï¿½700,000.00",No,No,Second-Hand Dwelling house /Apartment,
"22 Caledon Rd, Eastwall, Dublin, Dublin 3, Dublin",D03X9C3,14.191,17.283333333333335,14191,1037,Terrace,2,1,62.4 m²,E1,—,29/05/2025,"€295,000","€316,000","22 CALEDON RD, EASTWALL, DUBLIN",29/05/2025,"22 CALEDON RD, EASTWALL, DUBLIN",Dublin,"ï¿½316,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Darling Est, Navan Rd, Dublin 7, Dublin 7, Dublin",D07XN23,15.36,18.183333333333334,15360,1091,Semi-D,3,2,92.0 m²,D2,—,29/05/2025,"€495,000","€560,000","18 DARLING EST, NAVAN RD, DUBLIN 7",29/05/2025,"18 DARLING EST, NAVAN RD, DUBLIN 7",Dublin,"ï¿½560,000.00",No,No,Second-Hand Dwelling house /Apartment,
"26 Mount Drummond Square, Harolds Cross, Dublin 6, Dublin 6, Dublin",D06K1C0,25.016,33.86666666666667,25016,2032,Terrace,2,2,82.0 m²,C1,—,29/05/2025,"€525,000","€570,000","26 MOUNT DRUMMOND SQUARE, HAROLDS CROSS, DUBLIN 6",29/05/2025,"26 MOUNT DRUMMOND SQUARE, HAROLDS CROSS, DUBLIN 6",Dublin,"ï¿½570,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apartment 22 The Ivory Building, Hanover Street East, Sir John Rogersons Quay, Dublin 2, Dublin",D02PY68,15.61,21.9,15610,1314,Apartment,2,2,74.0 m²,B2,—,29/05/2025,"€525,000","€530,000","APARTMENT 22 THE IVORY BUILDING, HANOVER STREET EAST, SIR JOHN ROGERSONS QUAY",29/05/2025,"APARTMENT 22 THE IVORY BUILDING, HANOVER STREET EAST, SIR JOHN ROGERSONS QUAY",Dublin,"ï¿½530,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Phoenix Park Way, Phoenix Park Racecourse, Castleknock Dublin 15, Dublin 15, Dublin",D15NFH2,15.158,17.516666666666666,15158,1051,Apartment,2,2,72.0 m²,B2,—,29/05/2025,"€410,000","€460,000","18 PHOENIX PARK WAY, PHOENIX PARK RACECOURSE, CASTLEKNOCK DUBLIN 15",29/05/2025,"18 PHOENIX PARK WAY, PHOENIX PARK RACECOURSE, CASTLEKNOCK DUBLIN 15",Dublin,"ï¿½460,000.00",No,No,Second-Hand Dwelling house /Apartment,
"5 Riversdale Grove, Palmerstown, Dublin 20, Dublin 20, Dublin",D20P227,17.509,19.3,17509,1158,Terrace,4,3,113.0 m²,C3,—,29/05/2025,"€520,000","€630,000","5 RIVERSDALE GROVE, PALMERSTOWN, DUBLIN 20",29/05/2025,"5 RIVERSDALE GROVE, PALMERSTOWN, DUBLIN 20",Dublin,"ï¿½630,000.00",No,No,Second-Hand Dwelling house /Apartment,
"36 Cloncurry House, Spencer Dock, North Wall Quay Dublin 1, Dublin 1, Dublin",D01HP89,15.245,20.016666666666666,15245,1201,Apartment,2,2,89.0 m²,B3,—,29/05/2025,"€445,000","€516,000","36 CLONCURRY HOUSE, SPENCER DOCK, NORTH WALL QUAY DUBLIN 1",29/05/2025,"36 CLONCURRY HOUSE, SPENCER DOCK, NORTH WALL QUAY DUBLIN 1",Dublin,"ï¿½516,000.00",No,No,Second-Hand Dwelling house /Apartment,
"36 Kittiwake, Barnageeragh, Skerries, Dublin",K34AE76,28.739,28.983333333333334,28739,1739,Apartment,2,2,94.0 m²,—,—,29/05/2025,"€450,000","€455,000","36 KITTIWAKE, BARNAGEERAGH, SKERRIES",29/05/2025,"36 KITTIWAKE, BARNAGEERAGH, SKERRIES",Dublin,"ï¿½455,000.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Merton Crescent, Mount St Annes, Milltown, Dublin 6, Dublin",D06X218,20.481,34.916666666666664,20481,2095,Terrace,5,5,230.0 m²,B2,—,29/05/2025,"€1,250,000","€1,411,000","14 MERTON CRESCENT, MOUNT ST ANNES, MILLTOWN",29/05/2025,"14 MERTON CRESCENT, MOUNT ST ANNES, MILLTOWN",Dublin,"ï¿½1,411,000.00",No,No,Second-Hand Dwelling house /Apartment,
"176 The Island, Chapelizod, Dublin 20, Dublin",D20HD28,19.05,20.016666666666666,19050,1201,Apartment,1,1,47.0 m²,D1,—,29/05/2025,"€275,000","€320,000","176 THE ISLAND, CHAPELIZOD, DUBLIN 20",29/05/2025,"176 THE ISLAND, CHAPELIZOD, DUBLIN 20",Dublin,"ï¿½320,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Woodstown Heights, Woodstown, Knocklyon Dublin 16, Dublin 16, Dublin",D16HR74,26.859,24.416666666666668,26859,1465,Semi-D,3,3,103.0 m²,D1,—,29/05/2025,"€595,000","€631,000","4 WOODSTOWN HEIGHTS, WOODSTOWN, KNOCKLYON DUBLIN 16",29/05/2025,"4 WOODSTOWN HEIGHTS, WOODSTOWN, KNOCKLYON DUBLIN 16",Dublin,"ï¿½631,000.00",No,No,Second-Hand Dwelling house /Apartment,
"162 The Maltings, Watling St, Dublin 8, Dublin 8, Dublin",D08C2C1,13.635,30.3,13635,1818,Apartment,2,1,53.0 m²,C2,—,29/05/2025,"€285,000","€312,000","162 THE MALTINGS, WATLING ST, DUBLIN 8",29/05/2025,"162 THE MALTINGS, WATLING ST, DUBLIN 8",Dublin,"ï¿½312,000.00",No,No,Second-Hand Dwelling house /Apartment,
"14 Sandyford Green, Sandyford Village, Dublin 18, Dublin 18, Dublin",D18DHE2,34.194,29.183333333333334,34194,1751,Detached,5,4,191.0 m²,A2,—,29/05/2025,"€1,050,000","€1,130,000","14 SANDYFORD GREEN, SANDYFORD VILLAGE, DUBLIN 18",29/05/2025,"14 SANDYFORD GREEN, SANDYFORD VILLAGE, DUBLIN 18",Dublin,"ï¿½1,130,000.00",No,No,Second-Hand Dwelling house /Apartment,
"49 Millfield, The Links, Portmarnock, Dublin 13, Dublin",D13XN92,11.258,18.583333333333332,11258,1115,Apartment,2,2,70.0 m²,C1,—,29/05/2025,"€395,000","€430,000","49 MILLFIELD, THE LINKS, PORTMARNOCK",29/05/2025,"49 MILLFIELD, THE LINKS, PORTMARNOCK",Dublin,"ï¿½430,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Amiens Sq, Amiens St, Dublin 1, Dublin 1, Dublin",D01YH95,15.969,21.9,15969,1314,Apartment,2,1,52.0 m²,C3,—,29/05/2025,"€345,000","€335,000","17 AMIENS SQ, AMIENS ST, DUBLIN 1",29/05/2025,"17 AMIENS SQ, AMIENS ST, DUBLIN 1",Dublin,"ï¿½335,000.00",No,No,Second-Hand Dwelling house /Apartment,
"29 Premier Sq, Finglas Rd, Glasnevin Dublin 11, Dublin 11, Dublin",D11VP99,9.374,17.183333333333334,9374,1031,Apartment,2,2,74.0 m²,B3,—,29/05/2025,"€275,000","€310,000","29 PREMIER SQ, FINGLAS RD, GLASNEVIN DUBLIN 11",29/05/2025,"29 PREMIER SQ, FINGLAS RD, GLASNEVIN DUBLIN 11",Dublin,"ï¿½310,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Admiral Park, Baldoyle, Dublin 13, Dublin 13, Dublin",D13X5X5,12.993,21.033333333333335,12993,1262,Semi-D,4,3,111.0 m²,C1,—,29/05/2025,"€595,000","€707,000","4 ADMIRAL PARK, BALDOYLE, DUBLIN 13",29/05/2025,"4 ADMIRAL PARK, BALDOYLE, DUBLIN 13",Dublin,"ï¿½707,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Connawood Lawn, Old Connawood, Old Connaught Ave, Dublin",A98E364,44.133,35.45,44133,2127,Semi-D,3,3,98.0 m²,C1,—,29/05/2025,"€535,000","€585,000","17 CONNAWOOD LAWN, OLD CONNAWOOD, OLD CONNAUGHT AVE",29/05/2025,"17 CONNAWOOD LAWN, OLD CONNAWOOD, OLD CONNAUGHT AVE",Dublin,"ï¿½585,000.00",No,No,Second-Hand Dwelling house /Apartment,
"32 Merville Ave, Fairview, Dublin, Dublin 3, Dublin",D03N9Y7,9.7,21.45,9700,1287,Terrace,3,1,98.0 m²,—,—,29/05/2025,"€495,000","€200,000*","32 MERVILLE AVE, FAIRVIEW, DUBLIN",29/05/2025,"32 MERVILLE AVE, FAIRVIEW, DUBLIN",Dublin,"ï¿½200,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
"2 Belmayne Ave, Belmayne, Balgriffin Dublin 13, Dublin 13, Dublin",D13VCW9,10.573,15.516666666666667,10573,931,Terrace,4,3,132.0 m²,C1,—,30/05/2025,"€455,000","€481,000","2 BELMAYNE AVE, BELMAYNE, BALGRIFFIN DUBLIN 13",30/05/2025,"2 BELMAYNE AVE, BELMAYNE, BALGRIFFIN DUBLIN 13",Dublin,"ï¿½481,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Ashfield Avenue, Ranelagh, Dublin 6, Dublin 6, Dublin",D06YT22,19.473,32.18333333333333,19473,1931,Terrace,3,2,107.0 m²,B2,—,30/05/2025,"€1,100,000","€1,225,000","4 ASHFIELD AVENUE, RANELAGH, DUBLIN 6",30/05/2025,"4 ASHFIELD AVENUE, RANELAGH, DUBLIN 6",Dublin,"ï¿½1,225,000.00",No,No,Second-Hand Dwelling house /Apartment,
"40 Shenick Rd, Skerries, Dublin, Dublin",K34KF85,25.088,27.833333333333332,25088,1670,Semi-D,3,1,103.8 m²,F,—,30/05/2025,"€525,000","€535,000","40 SHENICK RD, SKERRIES, DUBLIN",30/05/2025,"40 SHENICK RD, SKERRIES, DUBLIN",Dublin,"ï¿½535,000.00",No,No,Second-Hand Dwelling house /Apartment,
"28 Patrician Villas, Stillorgan, Dublin, Dublin",A94KT51,36.692,34.333333333333336,36692,2060,Terrace,3,3,123.0 m²,A2,—,30/05/2025,"€695,000","€925,000","28 PATRICIAN VILLAS, STILLORGAN, DUBLIN",30/05/2025,"28 PATRICIAN VILLAS, STILLORGAN, DUBLIN",Dublin,"ï¿½925,000.00",No,No,Second-Hand Dwelling house /Apartment,
"16 Castlefield Court, Clonsilla, Dublin 15, Dublin 15, Dublin",D15A6KD,17.855,21.516666666666666,17855,1291,Semi-D,4,3,115.0 m²,C2,—,30/05/2025,"€475,000","€493,500","16 CASTLEFIELD COURT, CLONSILLA, DUBLIN 15",30/05/2025,"16 CASTLEFIELD COURT, CLONSILLA, DUBLIN 15",Dublin,"ï¿½493,500.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Millbrook Village, Milltown, Dublin 16, Dublin 6, Dublin",D06FC89,19.821,32.68333333333333,19821,1961,Terrace,2,2,65.0 m²,C2,—,30/05/2025,"€495,000","€600,000","7 MILLBROOK VILLAGE, MILLTOWN, DUBLIN 16",30/05/2025,"7 MILLBROOK VILLAGE, MILLTOWN, DUBLIN 16",Dublin,"ï¿½600,000.00",No,No,Second-Hand Dwelling house /Apartment,
"42 Millmount Ave, Drumcondra, Dublin 9, Dublin 9, Dublin",D09RK52,8.63,17.75,8630,1065,Terrace,2,1,87.0 m²,E1,—,30/05/2025,"€495,000","€565,000","42 MILLMOUNT AVE, DRUMCONDRA, DUBLIN 9",30/05/2025,"42 MILLMOUNT AVE, DRUMCONDRA, DUBLIN 9",Dublin,"ï¿½565,000.00",No,No,Second-Hand Dwelling house /Apartment,
"8 Ayrfield Grove, Dublin 13, Dublin, Dublin 13, Dublin",D13W2R8,9.069,19.55,9069,1173,Semi-D,3,1,92.0 m²,E1,—,30/05/2025,"€450,000","€492,000","8 AYRFIELD GROVE, DUBLIN 13, DUBLIN",30/05/2025,"8 AYRFIELD GROVE, DUBLIN 13, DUBLIN",Dublin,"ï¿½492,000.00",No,No,Second-Hand Dwelling house /Apartment,
"55 Kiltipper Dr, Aylesbury, Tallaght Dublin 24, Dublin 24, Dublin",D24W8WE,27.621,28.166666666666668,27621,1690,Bungalow,2,1,64.8 m²,D1,—,30/05/2025,"€365,000","€392,500","55 KILTIPPER DR, AYLESBURY, TALLAGHT DUBLIN 24",30/05/2025,"55 KILTIPPER DR, AYLESBURY, TALLAGHT DUBLIN 24",Dublin,"ï¿½392,500.00",No,No,Second-Hand Dwelling house /Apartment,
"26 Boyd House Myrtle Ave, The Coast, Baldoyle, Dublin 13, Dublin",D13XD86,12.273,19.233333333333334,12273,1154,Terrace,4,4,148.0 m²,B2,—,30/05/2025,"€395,000","€225,000*","26 BOYD HOUSE MYRTLE AVE, THE COAST, BALDOYLE",30/05/2025,"26 BOYD HOUSE MYRTLE AVE, THE COAST, BALDOYLE",Dublin,"ï¿½225,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
"3 Burgh House, Patrick St, Dublin 8, Dublin 8, Dublin",D08W2K8,13.626,30.816666666666666,13626,1849,Apartment,2,1,49.0 m²,B3,—,30/05/2025,"€350,000","€380,000","3 BURGH HOUSE, PATRICK ST, DUBLIN 8",30/05/2025,"3 BURGH HOUSE, PATRICK ST, DUBLIN 8",Dublin,"ï¿½380,000.00",No,No,Second-Hand Dwelling house /Apartment,
"19 Hazelcroft Rd, Finglas South, Dublin 11, Dublin 11, Dublin",D11V8N8,8.455,15.083333333333334,8455,905,Terrace,3,1,71.0 m²,—,—,30/05/2025,"€219,000","€261,000","19 HAZELCROFT RD, FINGLAS SOUTH, DUBLIN 11",30/05/2025,"19 HAZELCROFT RD, FINGLAS SOUTH, DUBLIN 11",Dublin,"ï¿½261,000.00",No,No,Second-Hand Dwelling house /Apartment,
"Apt 13 The Crescent, Carrickmines Manor, Glenamuck Road, Dublin",D18KX65,37.59,30.566666666666666,37590,1834,Apartment,2,2,70.0 m²,B3,—,30/05/2025,"€395,000","€452,000","APT 13 THE CRESCENT, CARRICKMINES MANOR, GLENAMUCK ROAD",30/05/2025,"APT 13 THE CRESCENT, CARRICKMINES MANOR, GLENAMUCK ROAD",Dublin,"ï¿½452,000.00",No,No,Second-Hand Dwelling house /Apartment,
"30 Hampton Gardens Avenue, Balbriggan, Dublin, Dublin",K32P623,26.188,22.2,26188,1332,Semi-D,3,3,98.0 m²,A3,—,30/05/2025,"€395,000","€433,000","30 HAMPTON GARDENS AVENUE, BALBRIGGAN, DUBLIN",30/05/2025,"30 HAMPTON GARDENS AVENUE, BALBRIGGAN, DUBLIN",Dublin,"ï¿½433,000.00",No,No,Second-Hand Dwelling house /Apartment,
"119 Bayside Bolavard North, Bayside, Dublin 13, Dublin 13, Dublin",D13CH73,13.961,22.716666666666665,13961,1363,Semi-D,3,2,82.0 m²,C2,—,30/05/2025,"€570,000","€601,000","119 BAYSIDE BOLAVARD NORTH, BAYSIDE, DUBLIN 13",30/05/2025,"119 BAYSIDE BOLAVARD NORTH, BAYSIDE, DUBLIN 13",Dublin,"ï¿½601,000.00",No,No,Second-Hand Dwelling house /Apartment,
"46 Nutgrove Avenue, Rathfarnham, Dublin 14, Dublin 14, Dublin",D14W9K3,28.461,30.283333333333335,28461,1817,House,3,1,105.0 m²,G,—,30/05/2025,"€475,000","€570,000","46 NUTGROVE AVENUE, RATHFARNHAM, DUBLIN 14",30/05/2025,"46 NUTGROVE AVENUE, RATHFARNHAM, DUBLIN 14",Dublin,"ï¿½570,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Adamstown Way, Adamstown, Lucan, Dublin",K78A145,22.124,24.1,22124,1446,Duplex,3,3,110.0 m²,B2,—,30/05/2025,"€380,000","€461,000","17 ADAMSTOWN WAY, ADAMSTOWN, LUCAN",30/05/2025,"17 ADAMSTOWN WAY, ADAMSTOWN, LUCAN",Dublin,"ï¿½461,000.00",No,No,Second-Hand Dwelling house /Apartment,
"19 Cruise Park Dr, Tyrellstown, Dublin 15, Dublin 15, Dublin",D15EV99,9.718,15.983333333333333,9718,959,Semi-D,4,3,116.0 m²,—,—,30/05/2025,"€395,000","€420,000","19 CRUISE PARK DR, TYRELLSTOWN, DUBLIN 15",30/05/2025,"19 CRUISE PARK DR, TYRELLSTOWN, DUBLIN 15",Dublin,"ï¿½420,000.00",No,No,Second-Hand Dwelling house /Apartment,
"11 Block 1b, The Casino, Malahide, Dublin",K36E202,11.392,19.283333333333335,11392,1157,Apartment,1,1,77.0 m²,C1,—,30/05/2025,"€450,000","€450,000","11 BLOCK 1B, THE CASINO, MALAHIDE",30/05/2025,"11 BLOCK 1B, THE CASINO, MALAHIDE",Dublin,"ï¿½450,000.00",No,No,Second-Hand Dwelling house /Apartment,
"41 Ashgrove, Baskin Lane, Kinsealy, Dublin",K67EP95,7.608,13.05,7608,783,Semi-D,3,2,135.0 m²,B3,—,30/05/2025,"€530,000","€570,000","41 ASHGROVE, BASKIN LANE, KINSEALY",30/05/2025,"41 ASHGROVE, BASKIN LANE, KINSEALY",Dublin,"ï¿½570,000.00",No,No,Second-Hand Dwelling house /Apartment,
"13 Red Arches Close, The Coast, Baldoyle Dublin 13, Dublin 13, Dublin",D13NW08,12.73,20.25,12730,1215,Duplex,3,3,125.0 m²,B3,—,30/05/2025,"€450,000","€485,000","13 RED ARCHES CLOSE, THE COAST, BALDOYLE DUBLIN 13",30/05/2025,"13 RED ARCHES CLOSE, THE COAST, BALDOYLE DUBLIN 13",Dublin,"ï¿½485,000.00",No,No,Second-Hand Dwelling house /Apartment,
"49 Belarmine Grove, Belarmine Woods, Stepaside, Dublin 18, Dublin",D18RR92,35.75,32.483333333333334,35750,1949,End of Terrace,3,3,134.0 m²,A3,—,30/05/2025,"€685,000","€760,150","49 BELARMINE GROVE, BELARMINE WOODS, STEPASIDE",30/05/2025,"49 BELARMINE GROVE, BELARMINE WOODS, STEPASIDE",Dublin,"ï¿½760,150.00",No,No,Second-Hand Dwelling house /Apartment,
"25 Seaview Park, Portrane, Donabate, Dublin",K36HX38,18.508,20.916666666666668,18508,1255,Terrace,3,2,125.0 m²,F,—,30/05/2025,"€365,000","€365,000","25 SEAVIEW PARK, PORTRANE, DONABATE",30/05/2025,"25 SEAVIEW PARK, PORTRANE, DONABATE",Dublin,"ï¿½365,000.00",No,No,Second-Hand Dwelling house /Apartment,
"4 Johnstown Court, Cabinteely, Dublin 18, Dublin",A96KN36,43.007,37.95,43007,2277,Terrace,3,1,110.0 m²,B3,—,30/05/2025,"€624,950","€624,950","4 JOHNSTOWN COURT, CABINTEELY, DUBLIN 18",30/05/2025,"4 JOHNSTOWN COURT, CABINTEELY, DUBLIN 18",Dublin,"ï¿½624,950.00",No,No,Second-Hand Dwelling house /Apartment,
"11 Thorn Chase, Rush, Dublin, Dublin",K56NW10,23.118,29.366666666666667,23118,1762,Semi-D,3,3,86.0 m²,D1,—,30/05/2025,"€355,000","€355,000","11 THORN CHASE, RUSH, DUBLIN",30/05/2025,"11 THORN CHASE, RUSH, DUBLIN",Dublin,"ï¿½355,000.00",No,No,Second-Hand Dwelling house /Apartment,
"27 Northumberland Place, Grand Canal St Upper, Ballsbridge, Dublin 4, Dublin",D04Y7C5,16.324,24.6,16324,1476,Duplex,3,2,95.0 m²,C1,—,30/05/2025,"€750,000","€745,000","27 NORTHUMBERLAND PLACE, GRAND CANAL ST UPPER, BALLSBRIDGE",30/05/2025,"27 NORTHUMBERLAND PLACE, GRAND CANAL ST UPPER, BALLSBRIDGE",Dublin,"ï¿½745,000.00",No,No,Second-Hand Dwelling house /Apartment,
"7 Pine Avenue, Foxrock, Dublin 18, Dublin 18, Dublin",D18K3H1,36.586,32.25,36586,1935,End of Terrace,3,3,107.0 m²,B3,—,30/05/2025,"€665,000","€860,000","7 PINE AVENUE, FOXROCK, DUBLIN 18",30/05/2025,"7 PINE AVENUE, FOXROCK, DUBLIN 18",Dublin,"ï¿½860,000.00",No,No,Second-Hand Dwelling house /Apartment,
"18 Shangan Hall, Shangan Rd, Ballymun Dublin 11, Dublin 9, Dublin",D09FA46,6.787,13.416666666666666,6787,805,Apartment,2,1,58.0 m²,—,—,30/05/2025,"€249,950","€266,000","18 SHANGAN HALL, SHANGAN RD, BALLYMUN DUBLIN 11",30/05/2025,"18 SHANGAN HALL, SHANGAN RD, BALLYMUN DUBLIN 11",Dublin,"ï¿½266,000.00",No,No,Second-Hand Dwelling house /Apartment,
"17 Marley Dr, Rathfarnham, Dublin 16, Dublin 16, Dublin",D16VF66,29.814,29.45,29814,1767,Detached,4,4,207.0 m²,E2,—,30/05/2025,"€1,100,000","€1,240,000","17 MARLEY DR, RATHFARNHAM, DUBLIN 16",30/05/2025,"17 MARLEY DR, RATHFARNHAM, DUBLIN 16",Dublin,"ï¿½1,240,000.00",No,No,Second-Hand Dwelling house /Apartment,
"36 Block B, Westend Gate, Cookstown Way Dublin 24, Dublin 24, Dublin",D24EH97,25.296,26.583333333333332,25296,1595,Apartment,2,2,70.0 m²,B3,—,30/05/2025,"€245,000","€294,000","36 BLOCK B, WESTEND GATE, COOKSTOWN WAY DUBLIN 24",30/05/2025,"36 BLOCK B, WESTEND GATE, COOKSTOWN WAY DUBLIN 24",Dublin,"ï¿½294,000.00",No,No,Second-Hand Dwelling house /Apartment,
"9 Kingswood View, Belgard Rd, Tallaght Dublin 24, Dublin 24, Dublin",D24HPT4,23.142,22.616666666666667,23142,1357,Semi-D,3,1,71.4 m²,D1,—,30/05/2025,"€415,000","€465,000","9 KINGSWOOD VIEW, BELGARD RD, TALLAGHT DUBLIN 24",30/05/2025,"9 KINGSWOOD VIEW, BELGARD RD, TALLAGHT DUBLIN 24",Dublin,"ï¿½465,000.00",No,No,Second-Hand Dwelling house /Apartment,
"23 Brickfield Drive, Upper Glenageary Road, Dun Laoghaire, Dublin",A96CA69,39.546,41.4,39546,2484,End of Terrace,4,3,198.0 m²,A3,—,30/05/2025,"€1,175,000","€1,175,000","23 BRICKFIELD DRIVE, UPPER GLENAGEARY ROAD, DUN LAOGHAIRE",30/05/2025,"23 BRICKFIELD DRIVE, UPPER GLENAGEARY ROAD, DUN LAOGHAIRE",Dublin,"ï¿½1,175,000.00",No,No,Second-Hand Dwelling house /Apartment,
"5 Beresford Crescent, Donabate, Dublin, Dublin",K36DP92,15.191,17.933333333333334,15191,1076,Semi-D,4,3,165.0 m²,A1,—,30/05/2025,"€645,000","€710,000","5 BERESFORD CRESCENT, DONABATE, DUBLIN",30/05/2025,"5 BERESFORD CRESCENT, DONABATE, DUBLIN",Dublin,"ï¿½710,000.00",No,No,Second-Hand Dwelling house /Apartment,
"36 Mountshannon Rd, Kilmainham, Dublin 8, Dublin 8, Dublin",D08E5NW,22.324,25.7,22324,1542,Detached,3,2,170.0 m²,—,—,30/05/2025,"€895,000","€1,077,500","36 MOUNTSHANNON RD, KILMAINHAM, DUBLIN 8",30/05/2025,"36 MOUNTSHANNON RD, KILMAINHAM, DUBLIN 8",Dublin,"ï¿½1,077,500.00",No,No,Second-Hand Dwelling house /Apartment,
"10 Park Ave, Clongriffin, Dublin 13, Dublin 13, Dublin",D13EP96,11.384,18.1,11384,1086,Terrace,4,3,150.0 m²,B2,—,30/05/2025,"€499,950","€552,552","10 PARK AVE, CLONGRIFFIN, DUBLIN 13",30/05/2025,"10 PARK AVE, CLONGRIFFIN, DUBLIN 13",Dublin,"ï¿½552,552.00",No,No,Second-Hand Dwelling house /Apartment,
"42 Castleview Grove, Swords, Dublin, Dublin",K67KP21,10.785,18.1,10785,1086,End of Terrace,3,2,89.0 m²,—,—,30/05/2025,"€375,000","€450,000","42 CASTLEVIEW GROVE, SWORDS, DUBLIN",30/05/2025,"42 CASTLEVIEW GROVE, SWORDS, DUBLIN",Dublin,"ï¿½450,000.00",No,No,Second-Hand Dwelling house /Apartment,
"148 Killester Ave, Donnycarney, Artane Dublin 5, Dublin 5, Dublin",D05AV27,9.084,18.9,9084,1134,End of Terrace,3,2,109.0 m²,—,—,30/05/2025,"€625,000","€691,000","148 KILLESTER AVE, DONNYCARNEY, ARTANE DUBLIN 5",30/05/2025,"148 KILLESTER AVE, DONNYCARNEY, ARTANE DUBLIN 5",Dublin,"ï¿½691,000.00",No,No,Second-Hand Dwelling house /Apartment,
